CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
253791619,2022-11-07,22:00:00,11/08/2022,02:00:00,73.0,11/08/2022,104,RAPE,157.0,RAPE 1,COMPLETED,FELONY,BROOKLYN,(null),RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1008245.0,183796.0,45-64,UNKNOWN,U,40.6711300016904,-73.9135020552048,"(40.6711300016904, -73.9135020552048)",PATROL BORO BKLYN NORTH,(null),45-64,UNKNOWN,F
223094099,2021-01-14,20:48:00,01/14/2021,21:06:00,79.0,01/14/2021,363,OFFENSES AGAINST PUBLIC SAFETY,799.0,"PUBLIC SAFETY,UNCLASSIFIED MIS",COMPLETED,MISDEMEANOR,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),999088.0,193017.0,18-24,BLACK,M,40.69645137,-73.9464903,"(40.69645137, -73.9464903)",PATROL BORO BKLYN NORTH,(null),UNKNOWN,UNKNOWN,E
277395880,2023-11-08,00:30:00,11/12/2023,08:00:00,44.0,11/12/2023,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1006490.0,244533.0,(null),(null),(null),40.8378421209284,-73.9196277517392,"(40.8378421209284, -73.9196277517392)",PATROL BORO BRONX,(null),45-64,BLACK HISPANIC,F
230943480,2021-07-16,22:45:00,07/16/2021,23:30:00,110.0,07/17/2021,104,RAPE,157.0,RAPE 1,COMPLETED,FELONY,QUEENS,REAR OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1019164.0,210169.0,25-44,WHITE HISPANIC,M,40.7434812638841,-73.8740035373971,"(40.7434812638841, -73.8740035373971)",PATROL BORO QUEENS NORTH,(null),18-24,WHITE HISPANIC,F
242818827,2021-07-29,20:00:00,07/30/2021,08:30:00,103.0,03/29/2022,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1041717.0,197008.0,45-64,BLACK,M,40.7072398161698,-73.7927267255908,"(40.7072398161698, -73.7927267255908)",PATROL BORO QUEENS SOUTH,(null),<18,BLACK,F
271288032,2023-07-13,20:30:00,07/13/2023,21:30:00,113.0,07/13/2023,233,SEX CRIMES,681.0,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1046315.0,187088.0,65+,WHITE HISPANIC,F,40.6799807384666,-73.7762339071953,"(40.6799807384666, -73.7762339071953)",PATROL BORO QUEENS SOUTH,(null),<18,WHITE HISPANIC,M
277492898,2023-11-03,11:55:00,11/03/2023,12:00:00,1.0,11/14/2023,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),982381.0,201750.0,UNKNOWN,WHITE,M,40.7204418884676,-74.0067439741913,"(40.7204418884676, -74.0067439741913)",PATROL BORO MAN SOUTH,(null),18-24,BLACK,F
279106277,2023-12-16,22:23:00,12/17/2023,02:20:00,102.0,12/17/2023,116,SEX CRIMES,168.0,SODOMY 1,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1030953.0,194101.0,UNKNOWN,BLACK,M,40.69932415739,-73.831570887672,"(40.69932415739, -73.831570887672)",PATROL BORO QUEENS SOUTH,(null),25-44,BLACK,F
271215987,2023-07-12,06:45:00,07/12/2023,07:15:00,75.0,07/12/2023,120,CHILD ABANDONMENT/NON SUPPORT,695.0,CHILD ABANDONMENT,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1013951.0,185415.0,18-24,BLACK,F,40.675549,-73.892922,"(40.675549, -73.892922)",PATROL BORO BKLYN NORTH,(null),25-44,ASIAN / PACIFIC ISLANDER,M
245979339,2022-05-31,20:00:00,05/31/2022,20:15:00,110.0,06/02/2022,233,SEX CRIMES,681.0,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1019164.0,210169.0,25-44,WHITE HISPANIC,M,40.7434812638841,-73.8740035373971,"(40.7434812638841, -73.8740035373971)",PATROL BORO QUEENS NORTH,(null),<18,WHITE HISPANIC,M
238980156,2022-01-11,22:25:00,01/11/2022,22:30:00,66.0,01/11/2022,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),986764.0,167283.0,<18,WHITE HISPANIC,M,40.6258375452829,-73.9909448942322,"(40.6258375452829, -73.9909448942322)",PATROL BORO BKLYN SOUTH,(null),<18,WHITE,F
272745158,2023-08-11,14:55:00,08/11/2023,15:00:00,120.0,08/11/2023,233,SEX CRIMES,681.0,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),962873.0,174172.0,25-44,BLACK,M,40.6447209438691,-74.0770327198983,"(40.6447209438691, -74.0770327198983)",PATROL BORO STATEN ISLAND,(null),<18,BLACK,F
277399352,2023-11-12,12:20:00,11/12/2023,14:29:00,62.0,11/12/2023,233,SEX CRIMES,681.0,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,(null),N.Y. POLICE DEPT,0,(null),(null),(null),983431.0,158677.0,25-44,WHITE HISPANIC,M,40.6022161657077,-74.0029507988395,"(40.6022161657077, -74.0029507988395)",PATROL BORO BKLYN SOUTH,(null),<18,WHITE HISPANIC,F
265935642,2023-03-30,19:20:00,03/30/2023,19:29:00,44.0,03/30/2023,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1006490.0,244533.0,18-24,BLACK,M,40.8378421209284,-73.9196277517392,"(40.8378421209284, -73.9196277517392)",PATROL BORO BRONX,(null),45-64,BLACK HISPANIC,F
253062439,2022-10-25,06:00:00,10/25/2022,06:10:00,6.0,10/25/2022,353,UNAUTHORIZED USE OF A VEHICLE,462.0,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,MANHATTAN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),983865.0,204383.0,25-44,WHITE HISPANIC,M,40.72766076,-74.00138906,"(40.72766076, -74.00138906)",PATROL BORO MAN SOUTH,(null),65+,WHITE HISPANIC,M
274630007,2023-09-10,08:00:00,09/10/2023,09:00:00,18.0,09/18/2023,104,RAPE,159.0,"RAPE 1,ATTEMPT",ATTEMPTED,FELONY,MANHATTAN,INSIDE,HOTEL/MOTEL,N.Y. POLICE DEPT,0,(null),(null),(null),988451.0,217993.0,25-44,BLACK,M,40.7650240788333,-73.9848359497083,"(40.7650240788333, -73.9848359497083)",PATROL BORO MAN SOUTH,(null),25-44,BLACK,F
272757249,2023-08-11,15:30:00,08/11/2023,17:00:00,100.0,08/12/2023,233,SEX CRIMES,681.0,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,QUEENS,(null),OPEN AREAS (OPEN LOTS),N.Y. POLICE DEPT,0,(null),(null),(null),1035329.0,152802.0,45-64,WHITE,F,40.5859433449759,-73.8161019228725,"(40.5859433449759, -73.8161019228725)",PATROL BORO QUEENS SOUTH,(null),<18,WHITE,F
267535222,2023-05-01,15:10:00,05/01/2023,15:35:00,25.0,05/01/2023,233,SEX CRIMES,681.0,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,(null),N.Y. POLICE DEPT,0,(null),(null),(null),1000558.0,231080.0,25-44,BLACK,F,40.8009303727402,-73.9410982410066,"(40.8009303727402, -73.9410982410066)",PATROL BORO MAN NORTH,(null),<18,BLACK,F
269120483,2023-05-31,21:10:00,,(null),47.0,05/31/2023,363,OFFENSES AGAINST PUBLIC SAFETY,799.0,"PUBLIC SAFETY,UNCLASSIFIED MIS",COMPLETED,MISDEMEANOR,BRONX,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1028591.0,260264.0,18-24,WHITE,M,40.88092731,-73.83965105,"(40.88092731, -73.83965105)",PATROL BORO BRONX,(null),UNKNOWN,UNKNOWN,E
249948961,2022-08-19,20:00:00,08/19/2022,20:10:00,113.0,08/22/2022,116,SEX CRIMES,164.0,SODOMY 3,COMPLETED,FELONY,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1046315.0,187088.0,25-44,BLACK,M,40.6799807384666,-73.7762339071953,"(40.6799807384666, -73.7762339071953)",PATROL BORO QUEENS SOUTH,(null),25-44,BLACK,F
273219249,2023-08-20,00:00:00,08/20/2023,01:45:00,94.0,08/21/2023,104,RAPE,153.0,RAPE 3,COMPLETED,FELONY,BROOKLYN,FRONT OF,HOSPITAL,N.Y. POLICE DEPT,0,(null),(null),(null),997282.0,204143.0,25-44,WHITE,M,40.7270006940205,-73.9529831112437,"(40.7270006940205, -73.9529831112437)",PATROL BORO BKLYN NORTH,(null),25-44,ASIAN / PACIFIC ISLANDER,F
261370825,2023-01-01,00:01:00,01/01/2023,01:00:00,73.0,01/05/2023,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1008245.0,183796.0,45-64,BLACK,M,40.6711300016904,-73.9135020552048,"(40.6711300016904, -73.9135020552048)",PATROL BORO BKLYN NORTH,(null),<18,BLACK,F
263812848,2023-02-17,22:00:00,02/17/2023,22:15:00,14.0,02/18/2023,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,(null),(null),(null),985764.0,213806.0,UNKNOWN,UNKNOWN,M,40.7535327012632,-73.9945368920152,"(40.7535327012632, -73.9945368920152)",PATROL BORO MAN SOUTH,(null),25-44,ASIAN / PACIFIC ISLANDER,F
237457505,2021-11-09,16:00:00,12/06/2021,15:11:00,63.0,12/06/2021,353,UNAUTHORIZED USE OF A VEHICLE,462.0,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,GAS STATION,N.Y. POLICE DEPT,0,(null),(null),(null),1005026.0,160835.0,UNKNOWN,BLACK,M,40.608109,-73.925175,"(40.608109, -73.925175)",PATROL BORO BKLYN SOUTH,(null),UNKNOWN,UNKNOWN,D
242976425,2022-04-02,03:00:00,04/02/2022,03:19:00,52.0,04/02/2022,116,SEX CRIMES,177.0,SEXUAL ABUSE,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1017478.0,256069.0,65+,WHITE HISPANIC,M,40.8694704770483,-73.8798608037303,"(40.8694704770483, -73.8798608037303)",PATROL BORO BRONX,(null),<18,WHITE HISPANIC,F
277283017,2023-11-01,17:00:00,,(null),73.0,11/09/2023,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,HOMELESS SHELTER,N.Y. POLICE DEPT,0,(null),(null),(null),1008245.0,183796.0,25-44,BLACK,M,40.6711300016904,-73.9135020552048,"(40.6711300016904, -73.9135020552048)",PATROL BORO BKLYN NORTH,(null),18-24,WHITE,F
223621615,2021-01-01,03:00:00,01/01/2021,03:25:00,77.0,01/27/2021,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1003509.0,185018.0,UNKNOWN,BLACK,M,40.6744956865259,-73.9305713255961,"(40.6744956865259, -73.9305713255961)",PATROL BORO BKLYN NORTH,(null),45-64,BLACK,F
255830108,2022-09-01,12:00:00,10/15/2022,12:00:00,77.0,12/13/2022,104,RAPE,157.0,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1003509.0,185018.0,UNKNOWN,UNKNOWN,M,40.6744956865259,-73.9305713255961,"(40.6744956865259, -73.9305713255961)",PATROL BORO BKLYN NORTH,(null),18-24,WHITE HISPANIC,M
242960355,2022-03-08,11:00:00,03/08/2022,12:07:00,108.0,04/01/2022,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),996424.0,210017.0,UNKNOWN,WHITE HISPANIC,M,40.7431245994984,-73.9560680726795,"(40.7431245994984, -73.9560680726795)",PATROL BORO QUEENS NORTH,(null),65+,WHITE,F
250345647,2022-08-28,10:30:00,08/29/2022,20:00:00,83.0,08/30/2022,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1007052.0,193757.0,UNKNOWN,WHITE HISPANIC,M,40.6984738177025,-73.917768981221,"(40.6984738177025, -73.917768981221)",PATROL BORO BKLYN NORTH,(null),18-24,WHITE,F
274543104,2023-04-30,11:44:00,05/02/2023,11:30:00,63.0,09/16/2023,353,UNAUTHORIZED USE OF A VEHICLE,462.0,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1004787.0,171678.0,45-64,UNKNOWN,M,40.637871,-73.926001,"(40.637871, -73.926001)",PATROL BORO BKLYN SOUTH,(null),UNKNOWN,UNKNOWN,D
229791770,2021-06-17,14:00:00,06/19/2021,17:00:00,103.0,06/19/2021,233,SEX CRIMES,681.0,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1041717.0,197008.0,25-44,BLACK HISPANIC,M,40.7072398161698,-73.7927267255908,"(40.7072398161698, -73.7927267255908)",PATROL BORO QUEENS SOUTH,(null),<18,WHITE HISPANIC,M
232823153,2021-08-27,06:00:00,08/27/2021,06:30:00,110.0,08/28/2021,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1019164.0,210169.0,25-44,WHITE HISPANIC,M,40.7434812638841,-73.8740035373971,"(40.7434812638841, -73.8740035373971)",PATROL BORO QUEENS NORTH,(null),45-64,WHITE HISPANIC,F
246251396,2022-06-06,10:00:00,06/06/2022,10:05:00,48.0,06/07/2022,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1011751.0,246839.0,UNKNOWN,BLACK,M,40.8441566000203,-73.9006054489734,"(40.8441566000203, -73.9006054489734)",PATROL BORO BRONX,(null),45-64,BLACK,F
275671772,2023-10-06,19:45:00,10/06/2023,19:50:00,113.0,10/06/2023,353,UNAUTHORIZED USE OF A VEHICLE,462.0,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,QUEENS,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1049416.0,183677.0,UNKNOWN,UNKNOWN,U,40.67058780177784,-73.76508530491817,"(40.670587801777835, -73.76508530491817)",PATROL BORO QUEENS SOUTH,(null),25-44,WHITE HISPANIC,M
238570346,2022-01-03,12:05:00,01/03/2022,12:40:00,52.0,01/03/2022,233,SEX CRIMES,681.0,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1017478.0,256069.0,25-44,BLACK,F,40.8694704770483,-73.8798608037303,"(40.8694704770483, -73.8798608037303)",PATROL BORO BRONX,(null),<18,BLACK,F
240624224,2022-02-04,23:00:00,02/05/2022,04:35:00,68.0,02/15/2022,104,RAPE,153.0,RAPE 3,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),977947.0,172030.0,45-64,WHITE,M,40.6388651705916,-74.0227120876572,"(40.6388651705916, -74.0227120876572)",PATROL BORO BKLYN SOUTH,(null),25-44,WHITE,F
274667075,2023-09-20,00:30:00,09/20/2023,01:00:00,62.0,09/20/2023,353,UNAUTHORIZED USE OF A VEHICLE,462.0,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),986336.0,166038.0,25-44,WHITE HISPANIC,M,40.622414,-73.992484,"(40.622414, -73.992484)",PATROL BORO BKLYN SOUTH,(null),25-44,WHITE,M
225134577,2021-03-04,00:30:00,03/04/2021,01:00:00,73.0,03/04/2021,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1008245.0,183796.0,(null),(null),(null),40.6711300016904,-73.9135020552048,"(40.6711300016904, -73.9135020552048)",PATROL BORO BKLYN NORTH,(null),18-24,BLACK,F
251533111,2022-09-22,13:16:00,09/24/2022,14:00:00,44.0,09/24/2022,104,RAPE,153.0,RAPE 3,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1006490.0,244533.0,UNKNOWN,UNKNOWN,U,40.8378421209284,-73.9196277517392,"(40.8378421209284, -73.9196277517392)",PATROL BORO BRONX,(null),<18,WHITE HISPANIC,F
276418218,2023-09-01,00:01:00,09/30/2023,23:59:00,115.0,10/24/2023,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1018623.0,214936.0,18-24,BLACK HISPANIC,M,40.7565675846374,-73.8759315341335,"(40.7565675846374, -73.8759315341335)",PATROL BORO QUEENS NORTH,(null),<18,WHITE HISPANIC,M
261586725,2023-01-08,04:30:00,01/08/2023,06:30:00,43.0,01/08/2023,104,RAPE,153.0,RAPE 3,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1020219.0,239110.0,25-44,WHITE HISPANIC,M,40.8229123084767,-73.8700413043181,"(40.8229123084767, -73.8700413043181)",PATROL BORO BRONX,(null),18-24,BLACK,F
243014594,2022-04-03,01:10:00,04/03/2022,01:30:00,78.0,04/03/2022,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,(null),(null),(null),991330.0,187303.0,UNKNOWN,WHITE HISPANIC,M,40.6807856126343,-73.9744751162161,"(40.6807856126343, -73.9744751162161)",PATROL BORO BKLYN SOUTH,9TH STREET,18-24,WHITE,F
277877018,2023-11-21,00:00:00,11/21/2023,18:00:00,40.0,11/21/2023,233,SEX CRIMES,170.0,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1005028.0,234516.0,18-24,UNKNOWN,U,40.8103518634571,-73.924942325642,"(40.8103518634571, -73.924942325642)",PATROL BORO BRONX,(null),<18,WHITE HISPANIC,F
272291027,2023-07-29,03:00:00,07/29/2023,04:00:00,73.0,08/02/2023,104,RAPE,157.0,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),379,1008245.0,183796.0,45-64,BLACK,M,40.6711300016904,-73.9135020552048,"(40.6711300016904, -73.9135020552048)",PATROL BORO BKLYN NORTH,(null),25-44,BLACK,F
262694263,2022-01-01,00:00:00,08/31/2022,23:00:00,108.0,01/29/2023,116,SEX CRIMES,177.0,SEXUAL ABUSE,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),996424.0,210017.0,(null),(null),(null),40.7431245994984,-73.9560680726795,"(40.7431245994984, -73.9560680726795)",PATROL BORO QUEENS NORTH,(null),<18,WHITE HISPANIC,F
236195478,2021-11-07,03:00:00,,(null),40.0,11/12/2021,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1005028.0,234516.0,25-44,WHITE HISPANIC,M,40.8103518634571,-73.924942325642,"(40.8103518634571, -73.924942325642)",PATROL BORO BRONX,(null),<18,WHITE HISPANIC,F
231655343,2021-08-01,21:05:00,08/01/2021,21:15:00,88.0,08/01/2021,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,(null),(null),(null),995266.0,190743.0,25-44,BLACK,M,40.6902236041959,-73.9602785860011,"(40.6902236041959, -73.9602785860011)",PATROL BORO BKLYN NORTH,ATLANTIC AVENUE,25-44,WHITE,F
273156428,2023-08-17,15:00:00,08/17/2023,15:20:00,67.0,08/20/2023,353,UNAUTHORIZED USE OF A VEHICLE,462.0,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),44271,1004246.0,180351.0,25-44,BLACK,F,40.661678,-73.927925,"(40.661678, -73.927925)",PATROL BORO BKLYN SOUTH,(null),65+,BLACK,M
252268477,2022-09-01,23:00:00,09/02/2022,11:00:00,103.0,10/09/2022,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,(null),RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1041717.0,197008.0,UNKNOWN,WHITE HISPANIC,M,40.7072398161698,-73.7927267255908,"(40.7072398161698, -73.7927267255908)",PATROL BORO QUEENS SOUTH,(null),45-64,WHITE HISPANIC,F
278104876,2023-06-01,00:01:00,08/31/2023,23:59:00,104.0,11/27/2023,116,SEX CRIMES,177.0,SEXUAL ABUSE,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1013701.0,195936.0,<18,WHITE HISPANIC,M,40.7044350296655,-73.8937807141634,"(40.7044350296655, -73.8937807141634)",PATROL BORO QUEENS NORTH,(null),<18,WHITE HISPANIC,M
279208417,2023-12-01,12:00:00,,(null),44.0,12/19/2023,233,SEX CRIMES,170.0,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1006490.0,244533.0,(null),(null),(null),40.8378421209284,-73.9196277517392,"(40.8378421209284, -73.9196277517392)",PATROL BORO BRONX,(null),<18,UNKNOWN,F
228451948,2021-05-19,09:50:00,,(null),13.0,05/20/2021,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,(null),(null),(null),988886.0,207857.0,25-44,BLACK,M,40.7372030985741,-73.9832725981497,"(40.7372030985741, -73.9832725981497)",PATROL BORO MAN SOUTH,(null),25-44,WHITE,F
275886896,2023-07-07,12:00:00,08/04/2023,12:00:00,17.0,10/13/2023,353,UNAUTHORIZED USE OF A VEHICLE,462.0,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,(null),(null),(null),991776.0,212875.0,UNKNOWN,UNKNOWN,M,40.750967,-73.972836,"(40.750967, -73.972836)",PATROL BORO MAN SOUTH,(null),UNKNOWN,UNKNOWN,D
251467269,2022-09-02,08:00:00,,(null),52.0,09/20/2022,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,INSIDE,PARK/PLAYGROUND,N.Y. POLICE DEPT,0,WILLIAMSBRIDGE OVAL,(null),(null),1017478.0,256069.0,25-44,UNKNOWN,U,40.8694704770483,-73.8798608037303,"(40.8694704770483, -73.8798608037303)",PATROL BORO BRONX,(null),45-64,WHITE HISPANIC,F
248192861,2021-07-20,00:00:00,08/09/2021,00:00:00,75.0,07/18/2022,104,RAPE,153.0,RAPE 3,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1017036.0,183890.0,25-44,UNKNOWN,M,40.6713598203364,-73.8818110231735,"(40.6713598203364, -73.8818110231735)",PATROL BORO BKLYN NORTH,(null),<18,BLACK,F
253152088,2022-10-25,05:45:00,10/25/2022,06:50:00,72.0,10/26/2022,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,0,(null),(null),(null),984128.0,179058.0,UNKNOWN,UNKNOWN,M,40.6581577535544,-74.0004411548878,"(40.6581577535544, -74.0004411548878)",PATROL BORO BKLYN SOUTH,(null),25-44,WHITE,F
231933082,2021-08-07,20:05:00,,(null),13.0,08/07/2021,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),988886.0,207857.0,25-44,WHITE HISPANIC,M,40.7372030985741,-73.9832725981497,"(40.7372030985741, -73.9832725981497)",PATROL BORO MAN SOUTH,(null),25-44,ASIAN / PACIFIC ISLANDER,F
